#No.      Date        Time         Lat.      Lon.        Dep.     Mag.   Coef.      Times_MAD           Reference
   3   2023/12/07   12:09:17.630   19.3630   -99.2020     1.75    0.76  0.3230     9.2100      20231218192755.98
   1   2023/12/08   03:54:52.230   19.3620   -99.2010     1.80    0.66  0.3498     9.9700      20231218192755.98
   2   2023/12/08   04:40:50.020   19.3670   -99.1960     0.99    0.70  0.3429     9.5600      20231212171437.60
   3   2023/12/08   05:04:54.860   19.3640   -99.2010     1.15    0.90  0.3183     9.0800      20231214201314.72
   4   2023/12/08   05:54:42.840   19.3640   -99.2000     1.04    0.61  0.3523     9.0900      20231212170627.74
   5   2023/12/08   08:29:54.570   19.3630   -99.1970     0.98    0.49  0.3365     9.2400      20231214201520.68
   6   2023/12/08   10:16:54.260   19.3610   -99.1990     0.93    1.35  0.3709     9.3200      20231212202309.88
   1   2023/12/10   07:31:44.690   19.3680   -99.1990     0.81    0.62  0.2943     9.1400      20231226133545.28
   1   2023/12/11   00:54:57.170   19.3650   -99.1960     1.13    0.31  0.3208     9.0500      20231212171229.12
   2   2023/12/11   08:10:29.510   19.3640   -99.2010     1.22    0.17  0.3501     9.0100      20231212170753.06
   3   2023/12/11   08:11:42.520   19.3660   -99.1990     1.32    0.33  0.3828     9.8500      20231212170753.06
   4   2023/12/11   08:14:34.790   19.3600   -99.2010     1.08    1.11  0.3627     9.0500      20231212202309.88
   5   2023/12/11   09:46:50.500   19.3610   -99.1990     0.93    1.10  0.3721     9.2900      20231212202309.88
   6   2023/12/11   13:02:44.360   19.3680   -99.2010     0.96    0.65  0.3015     9.3900      20231226133545.28
   1   2023/12/12   05:57:39.980   19.3650   -99.2000     0.83    0.62  0.3423     9.9500      20231203002902.38
   2   2023/12/12   12:11:03.130   19.3660   -99.2000     0.91    0.97  0.3159     9.7900      20231226133545.28
   3   2023/12/12   17:06:27.740   19.3660   -99.1980     1.04    2.70  1.0000    25.6000      20231212170627.74
   4   2023/12/12   17:07:53.060   19.3660   -99.2000     1.22    3.00  1.0000    25.5300      20231212170753.06
   5   2023/12/12   17:08:55.360   19.3630   -99.2010     1.37    2.40  1.0000    25.6900      20231212170855.36
   6   2023/12/12   17:09:06.040   19.3700   -99.1980     0.59    1.60  1.0000    23.7300      20231212170906.04
   7   2023/12/12   17:09:43.860   19.3650   -99.2000     1.07    1.19  0.5259    14.3400      20231215052526.00
   8   2023/12/12   17:11:34.830   19.3690   -99.2010     1.01    1.43  0.3522    10.4800      20231228093354.80
   9   2023/12/12   17:12:29.120   19.3670   -99.1980     1.03    1.10  0.9999    27.8400      20231212171229.12
  10   2023/12/12   17:14:20.090   19.3670   -99.1990     0.64    1.24  0.5745    15.7900      20231212171437.68
  11   2023/12/12   17:14:37.600   19.3670   -99.1980     0.89    1.50  1.0000    27.5000      20231212171437.60
  12   2023/12/12   17:17:44.040   19.3630   -99.2000     1.28    1.70  1.0000    26.5600      20231212171744.04
  13   2023/12/12   17:28:56.620   19.3680   -99.1950     0.80    1.90  1.0000    28.0600      20231212172856.50
  14   2023/12/12   20:23:09.880   19.3620   -99.2010     1.03    2.10  1.0000    25.0200      20231212202309.88
   1   2023/12/13   04:27:44.260   19.3650   -99.1970     0.47    1.39  0.3578     9.8700      20231215102230.84
   2   2023/12/13   15:14:16.900   19.3660   -99.2000     1.13    0.81  0.3307     9.1000      20231214201520.68
   1   2023/12/14   04:37:43.570   19.3650   -99.1980     0.79    0.77  0.3321     9.1700      20231212171437.60
   2   2023/12/14   11:45:32.270   19.3680   -99.1980     0.93    0.72  0.3249     9.1300      20231212171229.12
   3   2023/12/14   18:37:21.810   19.3670   -99.2010     0.81    1.24  0.3102     9.4300      20231226133545.28
   4   2023/12/14   20:13:14.720   19.3650   -99.1990     1.20    3.20  0.7237    20.6700      20231214201314.72
   5   2023/12/14   20:15:20.680   19.3640   -99.1990     1.03    2.50  0.6883    18.9400      20231214201520.68
   1   2023/12/15   05:25:26.000   19.3650   -99.1990     1.07    1.30  0.9999    28.6100      20231215052526.00
   2   2023/12/15   09:48:22.410   19.3650   -99.1990     0.97    0.73  0.3181     9.1000      20231215052526.00
   3   2023/12/15   10:22:30.840   19.3660   -99.1970     0.42    1.60  1.0000    28.8200      20231215102230.84
   4   2023/12/15   10:28:57.910   19.3670   -99.2010     1.14    1.27  0.3423    10.1800      20231216091035.51
   5   2023/12/15   10:55:11.740   19.3610   -99.2010     0.93    1.33  0.3483     9.0100      20231212202309.88
   6   2023/12/15   15:03:22.410   19.3630   -99.2010     0.78    1.00  0.3031     9.0600      20231203002902.38
   7   2023/12/15   15:03:28.430   19.3640   -99.1990     0.64    1.02  0.3164     9.1100      20231212171437.68
   1   2023/12/16   02:26:42.830   19.3650   -99.1990     1.06    1.03  0.3095     9.1700      20231228093354.80
   2   2023/12/16   09:10:35.510   19.3660   -99.2000     1.14    1.60  1.0000    28.6400      20231216091035.51
   1   2023/12/17   04:25:50.080   19.3650   -99.1980     1.18    1.05  0.3470     9.1700      20231212171744.04
   2   2023/12/17   07:23:31.510   19.3670   -99.1990     1.22    0.43  0.3558     9.2200      20231212170753.06
   3   2023/12/17   10:44:35.300   19.3650   -99.1980     1.22    0.45  0.3556     9.2100      20231212170753.06
   4   2023/12/17   12:53:04.630   19.3650   -99.1980     0.64    0.96  0.3386     9.1300      20231212171437.68
   5   2023/12/17   15:48:10.130   19.3610   -99.2010     1.18    1.15  0.3426     9.0600      20231212171744.04
   1   2023/12/18   08:07:49.520   19.3690   -99.2010     0.76    0.58  0.2940     9.0200      20231226133545.28
   2   2023/12/18   19:27:55.980   19.3620   -99.2030     1.70    1.10  1.0000    27.9800      20231218192755.98
   1   2023/12/19   01:30:28.470   19.3610   -99.2020     1.23    1.22  0.3538     9.7100      20231212171744.04
   2   2023/12/19   10:39:51.300   19.3660   -99.1970     0.76    0.65  0.3045     9.4300      20231226133545.28
   3   2023/12/19   10:53:05.150   19.3680   -99.1980     1.32    0.50  0.3819     9.6300      20231212170753.06
   4   2023/12/19   13:44:03.000   19.3630   -99.2020     1.70    0.67  0.3288     9.3300      20231218192755.98
   1   2023/12/21   00:14:49.900   19.3610   -99.2000     0.93    2.02  0.6032    15.0200      20231212202309.88
   2   2023/12/21   01:43:16.540   19.3690   -99.2000     0.96    0.63  0.3065     9.3200      20231226133545.28
   3   2023/12/21   10:24:03.090   19.3630   -99.2020     1.08    1.29  0.3705     9.2300      20231212202309.88
   4   2023/12/21   12:42:15.800   19.3680   -99.1970     0.52    1.33  0.3310     9.2000      20231215102230.84
   1   2023/12/22   06:06:41.790   19.3680   -99.2010     0.84    0.72  0.2801     9.0500      20231228094951.29
   2   2023/12/22   06:42:47.210   19.3670   -99.1980     1.13    0.22  0.3008     9.1200      20231212171229.12
   3   2023/12/22   08:20:05.720   19.3640   -99.1990     0.93    1.43  0.3395     9.2200      20231212202309.88
   4   2023/12/22   12:45:51.750   19.3680   -99.1970     0.98    0.21  0.2983     9.0500      20231212171229.12
   5   2023/12/22   14:24:02.090   19.3660   -99.2010     0.84    1.00  0.2885     9.3200      20231228094951.29
   6   2023/12/22   18:04:53.000   19.3680   -99.2000     1.06    0.79  0.2970     9.2300      20231228093354.80
   7   2023/12/22   19:35:58.750   19.3670   -99.1970     1.02    0.80  0.3112     9.0500      20231215052526.00
   8   2023/12/22   20:22:54.640   19.3660   -99.2000     0.81    0.64  0.2805     9.0400      20231226133545.28
   1   2023/12/23   06:01:12.850   19.3620   -99.1980     0.93    0.49  0.3543     9.5700      20231214201520.68
   2   2023/12/23   11:36:26.490   19.3670   -99.2000     1.15    0.58  0.3299     9.2500      20231214201314.72
   3   2023/12/23   16:29:17.060   19.3680   -99.1960     0.94    0.83  0.3365     9.2600      20231212171437.60
   1   2023/12/24   01:09:41.790   19.3690   -99.1990     0.84    1.16  0.3041     9.0100      20231228094951.29
   1   2023/12/25   11:30:43.330   19.3680   -99.1970     0.80    0.64  0.3350     9.3800      20231212172856.50
   2   2023/12/25   12:01:23.260   19.3640   -99.1980     1.09    0.21  0.3714     9.7300      20231212170627.74
   1   2023/12/26   03:12:49.770   19.3650   -99.2000     0.98    0.77  0.3411     9.8000      20231203002902.38
   2   2023/12/26   13:35:45.280   19.3680   -99.1990     0.86    1.40  0.8370    25.6700      20231226133545.28
   1   2023/12/27   10:25:50.700   19.3650   -99.1990     1.17    0.29  0.3730     9.4800      20231212170753.06
   2   2023/12/27   22:18:25.360   19.3700   -99.1960     0.95    1.45  0.3319     9.3000      20231212172856.50
   3   2023/12/27   22:31:21.990   19.3640   -99.1970     0.48    1.21  0.3568     9.7600      20231212171437.68
   1   2023/12/28   00:47:54.110   19.3650   -99.1980     1.07    0.91  0.3305     9.0300      20231215052526.00
   2   2023/12/28   09:33:54.800   19.3670   -99.1990     0.96    1.80  1.0000    29.5600      20231228093354.80
   3   2023/12/28   09:49:51.290   19.3670   -99.1990     0.94    1.50  1.0000    29.7900      20231228094951.29
   4   2023/12/28   18:52:40.050   19.3690   -99.1980     0.93    0.68  0.3275     9.0900      20231212171229.12
   1   2023/12/29   10:44:42.240   19.3680   -99.1990     0.54    0.52  0.3310     9.1100      20231212171437.68
   2   2023/12/29   18:18:58.120   19.3650   -99.1960     0.98    0.41  0.3242     9.0200      20231212171229.12
   1   2023/12/30   07:54:26.800   19.3670   -99.2010     0.84    1.11  0.3067     9.0900      20231228094951.29
   2   2023/12/30   22:14:35.750   19.3700   -99.1970     0.81    0.66  0.3017     9.1800      20231226133545.28
   1   2023/12/31   14:20:37.520   19.3620   -99.2030     0.98    1.85  0.4164    10.5100      20231212202309.88
