#No.      Date        Time         Lat.      Lon.        Dep.     Mag.   Coef.      Times_MAD           Reference
   1   2023/05/18   06:43:54.150   19.3630   -99.1930     1.23    1.13  0.2652     9.0600      20230511043453.09
   2   2023/05/18   10:28:55.450   19.3630   -99.1965     0.97    0.90  0.2571     9.1500      20230511042017.00
   3   2023/05/18   11:20:01.660   19.3630   -99.1850     1.82    0.67  0.3155     9.0100      20230511165546.88
   4   2023/05/18   11:32:31.840   19.3665   -99.2110     0.10    2.11  0.2483     9.1300      20230511042948.21
   5   2023/05/18   12:31:05.430   19.3720   -99.1905     1.45    1.66  0.2821     9.0400      20230515004101.45
   1   2023/05/19   11:17:57.540   19.3605   -99.1950     1.82    0.50  0.3181     9.1400      20230511165546.88
   2   2023/05/19   14:41:09.690   19.3655   -99.1930     1.33    1.40  0.2659     9.0700      20230511043453.09
   1   2023/05/20   00:06:48.910   19.3665   -99.1835     1.61    1.50  0.2840     9.1400      20230511143828.21
   2   2023/05/20   00:37:20.370   19.3640   -99.1970     0.81    1.08  0.2595     9.0400      20230511042019.76
   3   2023/05/20   07:19:26.190   19.3690   -99.1950     1.50    0.56  0.2864     9.1500      20230511042129.23
   4   2023/05/20   15:53:40.930   19.3680   -99.1860     1.22    1.75  0.2695     9.0100      20230512234650.64
   1   2023/05/21   04:11:53.670   19.3680   -99.1925     1.77    0.69  0.3224     9.3500      20230511165546.88
   2   2023/05/21   11:04:20.080   19.3690   -99.2110     0.05    1.76  0.2449     9.1400      20230511042948.21
   3   2023/05/21   13:27:33.880   19.3580   -99.1990     0.92    0.99  0.2679     9.6700      20230511042017.00
   1   2023/05/22   08:25:28.470   19.3615   -99.1955     1.68    0.92  0.2603     9.0500      20230511150531.12
   2   2023/05/22   12:00:59.090   19.3670   -99.1995     0.68    0.52  0.2951     9.0600      20230511171302.72
   3   2023/05/22   15:33:16.840   19.3680   -99.1885     1.22    1.72  0.2820     9.4600      20230512234650.64
   1   2023/05/23   09:42:30.880   19.3690   -99.1860     1.07    0.94  0.2507     9.0700      20230511074322.89
   2   2023/05/23   09:54:17.630   19.3630   -99.1875     1.77    0.29  0.3247     9.3000      20230511165546.88
   3   2023/05/23   10:35:21.350   19.3640   -99.1970     1.01    0.53  0.2672     9.2800      20230511042019.76
   1   2023/05/24   00:18:53.960   19.3740   -99.1930     0.95    1.40  0.2938     9.1100      20230511042229.97
   2   2023/05/24   09:01:49.530   19.3680   -99.1955     1.28    0.95  0.2723     9.3100      20230511043453.09
   3   2023/05/24   14:15:37.910   19.3580   -99.1910     1.22    1.88  0.2770     9.2500      20230512234650.64
   4   2023/05/24   23:12:02.030   19.3560   -99.1890     1.18    1.53  0.2740     9.1200      20230511152523.27
   1   2023/05/25   11:22:32.240   19.3680   -99.1980     1.28    1.09  0.2677     9.1600      20230511043453.09
   2   2023/05/25   19:55:12.470   19.3635   -99.1965     1.28    1.38  0.2726     9.0600      20230511152523.27
   1   2023/05/26   02:03:51.870   19.3665   -99.1875     1.50    0.86  0.2804     9.0900      20230511042129.23
   2   2023/05/26   07:17:47.490   19.3740   -99.1950     1.45    0.66  0.2780     9.0100      20230511042129.23
   3   2023/05/26   10:02:23.590   19.3625   -99.1985     0.68    1.25  0.2690     9.2200      20230511042951.59
   4   2023/05/26   10:36:54.720   19.3605   -99.1940     0.82    0.72  0.2623     9.5300      20230511042017.00
   5   2023/05/26   14:39:28.830   19.3615   -99.1930     1.53    1.44  0.2737     9.6400      20230511150531.12
   1   2023/05/27   03:37:20.820   19.3605   -99.1880     1.33    1.34  0.2634     9.0100      20230511043453.09
   2   2023/05/27   04:41:10.300   19.3640   -99.1880     1.53    1.18  0.2687     9.3700      20230511150531.12
   3   2023/05/27   05:22:18.920   19.3615   -99.1860     1.12    1.22  0.2538     9.2200      20230511074322.89
   4   2023/05/27   16:13:35.660   19.3615   -99.2010     0.10    2.27  0.2428     9.0300      20230511042948.21
   5   2023/05/27   17:20:52.770   19.3590   -99.2110     0.10    2.43  0.2459     9.1500      20230511042948.21
   6   2023/05/27   17:39:17.910   19.3610   -99.2000     0.75    0.94  0.2876     9.0900      20230511144340.97
   7   2023/05/27   18:40:31.130   19.3670   -99.1760     1.09    1.52  0.3022     9.2400      20230516105030.89
   1   2023/05/28   08:49:38.790   19.3690   -99.2010     0.15    1.77  0.2416     9.0300      20230511042948.21
   2   2023/05/28   10:26:56.360   19.3605   -99.1900     1.67    0.44  0.3144     9.1300      20230511165546.88
   3   2023/05/28   10:27:21.460   19.3630   -99.1900     1.67    0.63  0.3169     9.2000      20230511165546.88
   4   2023/05/28   11:10:33.110   19.3665   -99.2060     0.20    1.89  0.2479     9.2600      20230511042948.21
   5   2023/05/28   11:18:08.340   19.3620   -99.1760     1.04    1.37  0.3081     9.4500      20230516105030.89
   6   2023/05/28   13:16:31.790   19.3640   -99.1970     1.01    0.63  0.2616     9.2100      20230511042019.76
   1   2023/05/29   10:54:38.110   19.3665   -99.1880     1.58    0.90  0.2598     9.0600      20230511150531.12
   2   2023/05/29   11:30:24.000   19.3690   -99.2110     0.15    2.03  0.2459     9.1200      20230511042948.21
   1   2023/05/30   04:43:13.030   19.3575   -99.2010     0.68    1.56  0.2676     9.0100      20230511042951.59
   2   2023/05/30   09:01:05.130   19.3605   -99.1950     1.82    0.33  0.3218     9.1100      20230511165546.88
   3   2023/05/30   09:11:49.990   19.3580   -99.1925     1.82    0.41  0.3193     9.0400      20230511165546.88
   1   2023/05/31   04:20:48.990   19.3605   -99.1860     1.48    1.19  0.3051     9.0900      20230517040903.56
   2   2023/05/31   04:42:24.460   19.3640   -99.1910     1.61    1.21  0.2852     9.0500      20230511143828.21
   3   2023/05/31   07:35:04.750   19.3590   -99.1860     1.12    1.17  0.2571     9.3700      20230511074322.89
   4   2023/05/31   09:30:53.690   19.3580   -99.1935     1.42    1.18  0.2734     9.1400      20230512234650.64
   5   2023/05/31   09:44:48.000   19.3680   -99.1950     1.77    0.17  0.3173     9.0600      20230511165546.88
   6   2023/05/31   17:11:51.450   19.3615   -99.1885     1.56    1.34  0.2838     9.0000      20230511143828.21
   7   2023/05/31   17:41:55.030   19.3655   -99.1945     1.32    1.39  0.2913     9.2900      20230511132510.26
   8   2023/05/31   18:01:02.770   19.3690   -99.2110     0.10    2.37  0.2508     9.2200      20230511042948.21
